Comment,Location 1,Location 2,Location 3
যা ভাই বাজার হাট ঘাট সবই খা এর পর বমি করে বমি ও খা।,Chittagong,,
"""সাবাস বেটা, এগিয়ে যাও।""",Dhaka,,
"""আপনি নিজেই আন্দোলনে ছিলেন না,তাছারা আমার মনে হয় না যে আপনি বিএনপি করেন????""",Barisal,,
কর্ম সস্তানের ব্যবস্তা করতেছে,Chittagong,Cox's Bazar,
ঠিকই তো,Chittagong,,
ওরে আমার নেতা রে..!!,Khulna,,
খেতে খেতে একসময় পেট ফেড়ে যাবে আ. লীগের মতো,Dhaka,Lakshmipur,
উনি অসুস্থ ওনার জরুরী চিকিৎসা দরকার,Dhaka,,
"""ঠিক, আপনি যা বলেন তাই হবে।""",Dhaka,,
তাও পেট টা ভর,Dhaka,Gazipur,
সমঝোতা গো।,Dhaka,Bogra,
খাবার মানুষের মৌলিক অধিকার,Dhaka,,
আমার বাসাতে এক হালি ডিম পাঠান ভাই। কারণ ৫ তারিখে আমিও পতাকা নিয়ে মাঠে ছিলাম....,Dhaka,Mymensingh,
সাব্বাস বেটা...!! এ হুয়া না বাথ...!!,নোয়াখালী,Noakhali,
এইটাই প্ল্যান,Dhaka,Dinajpur,
ঠিকই তো বলেছে এটাকে আবার নিউজ করার কি আছে? ১৭ বছর কিছু খেতে দেইনি এখন একটু সুযোগ পাইছে তার পেছনেও সাংবাদিক কেনো? চাদাবাজদের…,Chittagong,,
Eigula dhore drain er pani khaoyanu dorkar.,Dhaka,,
ইচ্ছে মত খেতে থাকেন শুধু ১০% জায়গা মত পাঠিয়ে দিয়েন তাহলে ধরা পরলেও বহিষ্কার এর নাটক করে বাঁচিয়ে দিবে খাম্বা সাহেব,Dhaka,Tangail,
এক দল খেয়ে গেছে আরেক দল খাইতে আসছে,Dhaka,,
হাট ঘাটের গু খাবে??,মাগুরা,,
চাকরি মনে হয় নাই গেছে।,Dhaka,,
এমন স্পষ্টবাদী হলেই হবে।,কিশোরগঞ্জ,Dhaka,Kishoreganj
জ্বি আপনাদের জন্যই ত সব কিছু। আসেন খেয়ে যান।,Khulna,,
এইসমস্ত নেতাদের যদি দমন না করেন মাননীয় প্রধানমন্ত্রী তাহলে দেশের সাধারণ মানুষের ভালোবাসা বেশি পাশে পাবেননা,Dhaka,,
kohi bath nahin.,Dhaka,,
এই অধিকার ও ক্ষমতা আমাদের আছে দেখলেই বোঝা যায় আপনি উচ্চ বংশীয়...............।,Dhaka,Gazipur,Pabna
হাট-ঘাট খাইয়েন কিন্তু প্লিগ রাস্তার ইট খুলে নিয়ে যাইয়েন না বোরো।,Dhaka,Comilla,
বিম্পি,Dhaka,,
সামনে বালুর ট্রাক আছে।,Dhaka,,
ওহ্ আচ্ছা এই ছিলো মনে,Dhaka,,
গুড,Dhaka,Kushtia,
"""ঠিক আছে, ওকে""",Cox's Bazar,,
Pungta,Dhaka,,
হাট খাট আবার খায় কেমনে??,Dhaka,,
হে হে হে,খুলনা,Dhaka,Khulna
আপনারা না খাইলে আর খাবে কে?,Dhaka,Mymensingh,
বেশি খেতে যাইও না বাতিজা.. মুখ পুড়ে যাবে। মিলে মিশে খাও,ঢাকা,Dhaka,Chittagong
Amio tai boli ustad. …,কিশোরগঞ্জ,Dhaka,Kishoreganj
হাট ঘাট না খেয়ে ভিক্ষা চাইলেই তো মানুষ দেয়,Dhaka,,
"""জি,এটা মেনেই ভোট দিছে পাবলিক তাই এটা তেমন সমস্যা না""",Dhaka,Gazipur,
কোন আন্দোলন তো ১৭ বছরে দেখি নাই,Dhaka,,
আহারে বাবু মনে হয় ১৭ বছর না খেয়ে আছে,Dhaka,,
সাবাস বাগিনা,Dhaka,Tangail,
ঠিক ঠিক।,Comilla,,
সাবাস। এটা যে আপনাদের আসল চরিত্র। প্রকাশ করার জন্য ধন্যবাদ,Comilla,,
Only Love react,Narayanganj,,
চালিয়ে যেতে পার,Khulna,Jessore,
ঠিক হে,Sylhet,Sunamganj,
সেটা কোটায় না মেধায়?,Tangail,,
বিএনপি'র দুঃসময়ের কান্ডারী আমিও তো ছিলাম. ঘাট ঘাট খাওয়াবি ঘৃণা করি. খা তোরাই মর,Dhaka,,
আহ খাওন আর খাওন,Rangpur,Gazipur,
খাঁ খাঁ,Dhaka,Barisal,Bhola
মারহাবা!,Chittagong,Noakhali,
চেটেপুটে সব খেয়ে দেশটা পরিস্কার করে ফেল!,Dhaka,,
যারা না ছিলো তারা খায় যারা ছিলো তারা পায় না,Dhaka,Patuakhali,
প্রয়োজনে ডাল পালা ছিড়ে খাবেন বাট সমজোতার মাধ্যমে।,Barisal,Patuakhali,
খাইও তবে সমাজতার মাদ্যমে।,Chittagong,,
সবই খা খাইতে মানা করছে কেডা,Khulna,Brahmanbaria,Satkhira
"""কিসের আন্দোলনে ছিল, নেশা খাওয়ার, নাকি মাদক বিক্রি আন্দোলনে বলতে হবে, জনগণকে""",Khulna,Kushtia,
"""হ ভাই,খাও খাও তোমরাই তো খাবা®তবে সমঝোতা করে খাও""",Rajshahi,,
সমোজতার মাধ্যমে হোক,Dhaka,Faridpur,
কুকুর কিন্তু পাহারাদারের দায়িত্ব পালন করে। ভোগ করে সম্পদের মালিক। ঠিত তেমনি দেশের সম্পদ দেশের জনগনের জন্য। কোন পাহারাদারের জন্…,Dhaka,Sirajganj,
এখন থেকে তাহলে হাট বাজারের টয়লেট গুলোও পরিস্কার পরিচ্ছন্ন থাকবে।,Sirajganj,,
দেখেন যা ভাল মনে করেন @highlight,Khulna,Jessore,
তাহলে আমি খাইতে পারবোনা,Dhaka,Feni,
না ঠিক আছে আপনারাই খান,Dhaka,,
টেম্পু ইস্টান,Chandpur,,
এতো বড় পেট,Dhaka,Faridpur,
যেহেতু আপনি আন্দোলনে ছিলেন অবশ্যই আপনার হক আছে,Chittagong,Noakhali,
ভালো ডিসিশন।,Khulna,Kushtia,
এহল আসল কথা,Dhaka,Gazipur,Narayanganj
যেমন কর্ম তেমন ফল।,Dhaka,Jamalpur,
"""হাট- খাট খাবেন খান, তবে চাঁদা তুলে খাইয়েন না।""",Dhaka,,
সমঝোতার সাথে খাইয়েন,Chittagong,Noakhali,
"""ফখরুল কাকা, এই লোক কি বিএনপির কেউ নয়?""",Dhaka,Faridpur,
মারহাবা মারহাবা,Chittagong,,
অবশ্যই খাবে!,Dhaka,Gopalganj,
এটা আপনাদের জাতীয় অধিকার।,Khulna,,
"""আমিও মনে হয় ছিলাম,, তবে রোজা তো খাবো না""",Khulna,,
লাগারে লাগা,Panchagarh,,
বহু ের ক্ষুধা খেতে তো হবেই,Dhaka,Brahmanbaria,
এইত লাইনে আসছেন?সমঝোতার মাধ্যমে ইফতার করেন!,Chittagong,,
Tik ase,সিলেট,নরসিংদী,Sylhet
বাংলাদেশের সাধারণ মানুষদের মা বোন বউ সন্তানদের মেয়েদের নিরাপত্তা কোথায়??????????,Dhaka,,
এটা নাকি বিএনপি দল,ঢাকা,Dhaka,Chittagong
"""অবশ্যই! হাট-ঘাট খাওয়ার জন্যই তো আপনাদের আন্দোলন। তাহলে অন্য কেউ খেতে চাওয়াটা তো অন্যায়.. আপনি এগিয়ে যান, কার কি হয় হোক""",দিনাজপুর,Dinajpur,
না ঠিক আছে রমযান মাস দেইখা কিছু বললাম না,Barisal,,
পাবলিক টয়লেট যেনও বাদ না যায়!,Dhaka,,
ভাইটি মনে হয় অনেক স্মার্ট। রাতে সানগ্লাস পড়েন।,কুষ্টিয়া,Kushtia,
