Comment,Location 1,Location 2,Location 3
লে হালুয়া,Dhaka,Gazipur,
আসেন সবাই মিলে মিশে খাই,Barisal,Bhola,
"""১৭ বছর আপনারা খাইতে পারেন নাই । তাই আপনারা ৫ বছর খাবেন, এটাই তো নিয়ম। কথা হচ্ছে খাওয়া শেষ হলে ময়লা গোলা নিদিষ্ট জায়গায় ফেলবেন…""",Dhaka,Sylhet,
Ahare ruti ruji,Rajshahi,,
পুরা দেশটাকেই খাইয়ালা....,Dhaka,Comilla,
খোঁজ নিয়ে দেখেন হ্লায় গুপ্ত,Dhaka,,
"""খাও বেশি করে খাও,শুধু পিছনটা সাবধানে রাখিও।""",সুনামগঞ্জ,,
হাঁটের টয়লেট সহ খেয়ে ফেলো ।,Dhaka,Gazipur,
এমন কথায় তো শুনতে চাই,Khulna,,
ঠিক আছে বস,ফরিদপুর,Dhaka,Faridpur
"""এবার বুঝতে পারবে সাধারণ মানুষ কাকে ভোট দিলাম,,,,""",Dhaka,Dinajpur,
আচ্ছা!,পাবনা,Dhaka,Pabna
ঠিক,Dhaka,Barguna,
"""ঠিকই বলেছে সে,,,""",Chittagong,,
পাবলিক টয়লেট কে খাবে?,Dhaka,Barisal,
উওম প্রস্তাব,Bogra,Dinajpur,
সবই তো খাবেন তাহলে টয়লেট টা বাদ রাখবেন কেনো ওটাও খান,Barisal,,
গরীবের খোলা টয়লেট এ জমানো কম্পোস্ট সার গুলো খেয়োনা এগুলো এরা সবজি ক্ষেতে ব্যবহার করবে।ধন্যবাদ।,Chittagong,,
কাম খতম,Dhaka,Mymensingh,
এমন ভাবে খেওনা যাতে হজম শক্তির সমস্যা হয়।,Dhaka,,
হাট আর বেশি দূর নয়।,Rajshahi,,
"""তারেক রহমানের বিয়া। আমরা খামুনা, তাইলে কে খাবে""",Dhaka,Comilla,Lakshmipur
সাবাস বেটা।,Khulna,Jashore,Satkhira
হালায় একদম ঠিক কতা কইছে,Dhaka,,
আরে ভাই সমঝোতা করে খাবে তাহলেই তো খাওয়াটা বৈধ হবে,Dhaka,,
বাহ্ কি সুন্দর বক্তব্য,Rajshahi,,
"""Md Asraful Islam ভাই আপনার বাঘ বুঝি লোয়েন,""",Chittagong,Lakshmipur,
17 বছর ধরে পেট খালি খাওয়া দাওয়া তো করতে হবে। হাট ঘাট সবকিছু চেটেপুটে খাও,Sylhet,,
হুমমম খাবি এমন খাওয়া খাবি দেখিস বিচি দুইটা যেনো বাদ না যায়,Cumilla,Comilla,
হক কথা।,Dinajpur,,
"""ভিডিও দেখেছি এদের কেন এখনো পুলিশ প্রশাসন পাকড়াও করছে না, এটা বাংলাদেশী বাঙালিদের চিন্তার বিষয়""",Dhaka,,
টয়লেট কে খাবে,Barguna,,
ঠিকই বলেছ ।,বরিশাল,,
আইচ্ছা,নরসিংদী,Barisal,Gazipur
লগে গু গোবর সহ সব খা,Dhaka,,
"""আমি সহমত পোষণ করছি,,,""",Barisal,,
রাস্তার মাটিও খেতে হবে কিন্তু,নরসিংদী,Dhaka,Mymensingh
লে হালুয়া,Comilla,,
অবশ্য খাবে দেশটাতো আপনাদের,কুমিল্লা,Cumilla,Comilla
সাব্বাশ,জামালপুর,Dhaka,Jamalpur
খাও,Dhaka,Natore,
Thik,ঢাকা,রাজশাহী,ঠাকুরগাঁও
চমৎকার কথা ৫০%গাদ্দার জনগনের জন্য আপনি চমৎকার কথা বলেছেন।,Rangpur,,
ঘাট খাবে ভালো কথা হাট কাবে কেমনে?,Dhaka,Barisal,Bhola
Nice & Attractive,Chittagong,Noakhali,
Somojotar mode khabe to...ta hole somusa ki...?,Dhaka,,
এটা তাদের অধিকার,Khulna,Jashore,Jessore
ঠিক ঠিক আপনার খাবেন না তো কি জনগণ খাবে,বরিশাল,Barishal,Barisal
কথাই যুক্তি আছে,Chittagong,,
আমাদের কুষ্টিয়ার কলঙ্গ,Dhaka,,
কেউ তাকে বাঁধা দিয়েছে!,Dhaka,,
টয়লেট যাইবো কে,ঢাকা,ময়মনসিংহ,Dhaka
পিলার খা,Dhaka,Kishoreganj,
সমঝোতায় খেয়ে নিও,Dhaka,Rajshahi,
"""কি যুগ আইলো বাহে, ঘোষণা দিয়ে চাঁদাবাজি করে.....""",Sirajganj,,
"""টয়লেটও খাবেন, নিষেধ করছে কে।""",ভোলা,Barisal,Bhola
খাব খাব খাব খাব খাব খাব খাব খাব খাব খাব সব খাবো,Dhaka,,
কালা চশমা,Dhaka,,
আচ্ছা ঠিক আছে,Rangpur,Gaibandha,
হুম। এটা যৌক্তিক। মেনে নিতেই হবে।,Bogra,,
প্রধানমন্ত্রী ও নীতিবান মন্ত্রীদের একান্ত নিরলস প্রচেষ্টাকে এরা নস্যাৎ করে দিবে।,Dhaka,,
ইনকাম করে খেতে কি গায়ে ব্যাথা লাগে?,Khulna,Kushtia,
"""খেলা হবে,,, খাবে, কঞ্চি সহ বাঁশ""",Barisal,,
পতনের সুর বাজছে,Rajshahi,Dinajpur,
ঠিক,Dhaka,,
প্রবাস থেকে রেমিট্যান্স কমপ্লিট শাট ডাউন দিয়ে আমরা আন্দোলনের অংশগ্রহণ করছিলাম। এখন আমরা কি দেশে এসে বাজার ঘাট দখল করে বউ বাচ্চা পালতে পারমু।,Dhaka,Rajshahi,Gazipur
সাবাশ,Dhaka,Barisal,Gazipur
"""টয়লেট গুলো ও খাইস, তাহলে মানুষের আর কষ্ট করে পরিষ্কার করা লাগবে না""",Dhaka,Mymensingh,
ঠিক আছে,গাইবান্ধা,Dhaka,Rangpur
মাদক কে না বলতে হবে। কোন ভাবেই মাদকসেবীদের প্রশ্রয় দেয়া যাবে না। না মানে না। ডিসি মাসুদ আপনি একদম সঠীক পথে আছেন। পুরো দেশ …,Mymensingh,Sherpur,
কেন খাবেন না দরকার হলো মল-মুত্র খাবেন আপনাদের সকল অধিকার আছে,Dhaka,,
ফুটফুটে সুন্দর,Dhaka,,
সাবাস বেটা,Dhaka,,
বুজিয়ে বলুন স্যার,Dhaka,,
আমি পয়লা ভাবছি ইমরান খান এখন দেখি পাতলা খান,Dhaka,,
ওই শেষ,Dhaka,Munshiganj,
খেয়ে যান।,যশোর,Khulna,
Ami silam,Dhaka,Kurigram,
সমঝোতার মাধ্যমে সব নিজের করে নিবেন,Rajshahi,Natore,Pabna
আচ্ছা খান,Dhaka,,
খা আরো খা সময় থাকতে খা খাইয়্যা পেট ফাইট্টা ম‌ইরা যা,Narayanganj,,
"""সমঝোতা করে খাও তোমাদের আব্বুর সম্পত্তি মিলে মিশে খাও,মিলে মিশে খাওয়া ভালো""",যশোর,Joypurhat,Dinajpur
সমঝোতা করে চাঁন্দ্রঁ নিও,Dhaka,Manikganj,
হাট-ঘাট খেয়ে কি করবি? পুরা বাংলাটাই খা,Dhaka,,
আইচ্ছা,Dhaka,Rangpur,
ওকে,Dhaka,,
ডিম পাড়ে হাসে খায় বাগডাসে,Chittagong,,
বিম্পি মানেই বিনোদন।,Dhaka,,
Bangladesh e ki ay khawa khawee bondho kora jay na?,Dhaka,Bogura,Pabna
Kn kaj kore khele ki problem,Dhaka,,
দোয়া এবং আশীর্বাদ রইল ১…,Sirajganj,,
আগেই বলেছিলাম এরা মালটা বেশি সুবিধা নয় গরিবের কথা বাসি হলে মিষ্টি হয়।,Dhaka,,
এই সালারে জুতা মার।,Dhaka,Narayanganj,
তেরিত্তো,Khulna,,
এইসবের কারণে বিএনপি ধ্বংস হয়ে যাবে। তাই প্রধানমন্ত্রীর জরুরীভাবে হস্তক্ষেপ করা উচিত এসব বিষয়গুলো।,Dhaka,,
জন্মের পর থেকেই রোজা রাখলে যা হয়,Dhaka,,
সহমত,Chittagong,,
KT Towhid Khaw valo kory.,Dhaka,,
খাও হেডা বইরা খাও,কিশোরগঞ্জ,Dhaka,Kishoreganj
কোন আনদোলনে ছিল। বালির গাড়ি সরানোর মতো শক্তি ছিল না।,ঢাকা,Dhaka,
কেন দেশে কি চাল ডাল এর অভাব পড়েছে।,Khulna,,
আরেএএ এটা তো সরকার দলের বিপক্ষে পোস্ট!!!,Dhaka,,
"""জি বস, আপনি যেহেতু বলেছেন ঐটাই ঠিক,,""",Dhaka,Sirajganj,
Khao kew na korbe na,Dhaka,,
"""প্রথমে ভেবেছিলাম এটা সজিব ওয়াজেদ জয়,পরে লেখা দেখে বুঝতে পারি,সেচ্ছাসেবক নেতা।""",Dhaka,,
রোজা কি বেশি লেগেছে রে ল্যাসপেন্সার।,Dhaka,,
Well- done boy,ময়মনসিংহ,Dhaka,Khulna
সমঝোতার মাধ্যমে খাবেন,Barisal,,
"""হ্যা, তাইতো!""",Barisal,,
এখন ঠিক আছে,Dhaka,Kishoreganj,
বাহ,কিশোরগঞ্জ,Dhaka,Kishoreganj
আলহামদুলিল্লাহ,Dhaka,Chittagong,Lakshmipur
জন্ম ও কি হাট-ঘাটে,Chittagong,,
কত সুন্দর বক্তব্য এটা কি অযৌক্তিক কথা।,Dhaka,,
জাগছে এবার সরকার,রংপুর,লালমনিরহাট,Lalmonirhat
Khan apnarai khan......khan khan khak....kir.... Pola,Chittagong,Lakshmipur,Noakhali
Taholey AJ theika Ami amar molteg gula tader jonno joma korthe thakbo ai gulain tader jonno favourite,Dhaka,Chandpur,
"""Great. Feel good to hear. Let destroy the Bangladesh by extortion, bribery and corruption. Joy ...... BNP's joy.""",Dhaka,,
"""Nazrul Islam, তুর জন্য কোন টা লাগবে,তুই তো আন্দোলনে ছিলি""",Chittagong,,
রোজা রমজানের খালি খাওয়াু খাওয়ির গপ্প।,Dhaka,,
কোন আন্দোলন করেছেন আপনারা। যতসব,Thakurgaon,,
"""ল্যাতা ঠিক বলেছেন,১৭বছরের ক্ষুদার জ্বালা সমালোচকরা কি বুঝবে? আকাশ আর এলাকা যত অন্ধকার হোক সানগ্লাস খোলা যাবেনা।""",Dhaka,,
খাও পেট ভর্তি করে খাও,Dhaka,Naogaon,
লগে বাংলাদেশের মানচিত্র টাও খাইয়া ফেলেন,ঢাকা,Dhaka,Barisal
lagare laga,Dhaka,Khulna,
বাজার সহ খেয়ে পেলো বাঁচা.....,Dhaka,,
চাদা তোলা মৌলিক অধিকার। ইচ্ছে মতো খা।,Khulna,Jessore,
সতেরোটা বছর উপবাস করছেন এখন তো খাবেন? আপনাদের অনেক খিদে লাগছে এটা আমরাও বুঝি।,Chittagong,,
মাঠ বাদ গেছে দাদা,Dhaka,Khulna,Jessore
কথায় যুক্তি আছে। ন্যায্য অধিকারও বটে।,Khulna,,
পিছন দিয়েও খান,Dhaka,,
ক্যান।বাড়িতে কি বউ রান্না করেনা ভাতটাত,Dhaka,Khulna,Jessore
সব ঠিক আছে।,Khulna,Jessore,
খা.. সময় কম হাতে। তাড়াতাড়ি যা পারছ খাইয়া ল,Dhaka,,
"""অবশ্যই,,,,,, এ ভাবেই নতুন কর্মসংস্থান এর ব্যবস্থা হবে,,,,,""",Dhaka,Mymensingh,Natore
"""সব খা, খেতে খেতে বদ হজম হবে।""",রাজশাহী,Rajshahi,Gazipur
বিলকুল বস,খুলনা,Dhaka,Chittagong
হয় লেতা।,Bogura,,
আপার আমলে পুলিশের বাশি সুনলেই পাহাড় পর্বত চুরমার করে কোন দিয়ে পলাতো ঠিক ছিলো না তাদের এখন কতো গলাবাজি,Dhaka,,
ঠিক আছে লিদার তালিয়ে দান,Dhaka,,
না ঠিক আছে তোমরাই খাও ১৭ বছর না খেয়ে আছো,Chittagong,,
Azizur Rahman আমাগো জন্য কিছু রেখে দিস,Dhaka,Bhola,
Ahare koto je khida or,Dhaka,,
খাও খাও তোমরাই তো খাবা।,Chittagong,,
ওই অঞ্চলে মানুষ নাই ওরে জুতা মেরে ঐখান থেকে বের করে না কেন,Dhaka,,
ঝারু দিয়ে পরিস্কার করে তার পর খাবা।,Dhaka,,
"""ঠিক আছে চাচা,চালাই যান""",Khulna,Jessore,Kushtia
"""এতো ছোট ছোট কিছু খেয়ে কি লাভ সরাসরি দেশের রিজার্ভ এর টাকা গুলো খেয়ে নিলেই তো হয় ঝামেলাই শেষ ,,,বোঝে না বকা কোথাকার""",Natore,,
"""এরা অভুক্ত হয়ে যায়, অনেক বছর খায়নি, এখন ক্ষুদায় মাঠ ঘাট সবই খাবে।""",Dhaka,,
তাহলে আন্দোলনের দরকার কি ছিল???? তারাও তো খাচ্ছিলই।,Dhaka,Mymensingh,Narayanganj
আবর্জনা টা আগে যেনো ফুরায়,রাজবাড়ী,Dhaka,
"""যত মন চাই, খাও কেউ কিছু বলবে না""",Dhaka,Jhenaidah,
সময় ঘনিয়ে আসছে,Dhaka,,
এটা ভালো ছিল,Lalmonirhat,,
[সন্দেহজনক লিঙ্ক সরানো হয়েছে]...,Dhaka,,
Jehetu Sunglass poira koisey tarmaney thik e koisey.....,Mymensingh,Sherpur,
খিদার চোটেতো আপনেগো পেট আর পিটতো এক হয়ে গেছে,Dhaka,,
"""১৭ বছর রোজা রেখেছে, আর এখন তো ইফতার শুরু করছে।আপনারা কিছু মনে করেন না।এদের জন্য জায়েজ আছে""",Khulna,Jessore,
"""আমার জন্য কিছু রাখিয়েন,,,""",Barisal,,
সহমত ভাই সহমত,গাজীপুর,Dhaka,Gazipur
সব খান দোয়া করি।,Dhaka,Feni,
"""খাও ভাই, বেশি বেশি খাও""",Rangpur,Dinajpur,
"""রমজান মাস টা যাক, তার পরে না হয় খাওয়া শুরু কইরো।""",রংপুর,Chittagong,Rangpur
এর সর্বপ্রথম আইনের আওতায় আনা হোক।,Dhaka,Khulna,Gazipur
সামনে আরও অনেক কিছু আছে।,Dhaka,Gazipur,Naogaon
বাহ চমৎকার হাট ঘাট ইজারা আমরা খাবো,Chittagong,,
ধন্যবাশ,Dhaka,Khulna,
আমি তো পাসা ভাই বুঝেছিলাম,Dhaka,,
কথায় কোন ভেজাল নাই।।।,Dhaka,,
হাট ঘাট খাইয়া ফেললে হাট বসাইবে কোথায়,Dhaka,Mymensingh,
আলহামদুলিল্লাহ,Dhaka,,
এরে দেখতে মারজুক রাসেল অরফে বেচেলর পয়েন্টের ফাসার মত লাগতেছে।।,Feni,,
সাথে টয়লেটও খা,Dhaka,,
পেন্ট খুলে রাখিস কষ্ট করে খাবি কেন আমরা খাইয়ে দিব করনচোদ,Dhaka,Barisal,Gazipur
হাহাকার হাহাকার পেটে,Dhaka,Mymensingh,
Raihanur Rahman Jewel বন্ধু খাবি নাকি...?,পাবনা,Dhaka,Rangpur
শুধু হাটঘাট খেলেই চলবে মাঠও খেতে হবে প্রয়োজনে ইট বালু খোয়া সিমেন্ট মিশিয়ে খেতে হবে,Dhaka,,
বাজার ঘাটের ইট ও খান,Barisal,Bhola,
Miraj Hossain Hannan Badsha তোমরা তো আন্দোলনে ছিলা এখন কি সিদ্ধান্ত নিবা??,ঢাকা,ফরিদপুর,Barisal
তাহলে আমাদের গ্রামের ভন্জন হবে প্রধানমন্ত্রী,Khulna,Satkhira,
খেলা হবে আওয়ামীলীগের বি টিম,ভোলা,Khulna,
বেশি খেও না ভাই পেট খারাপ করতে পারে সাথে ওরস্যালাইন রাইখো,Dhaka,Mymensingh,Sherpur
সংসার চালাতে হবে ত,Satkhira,,
অবশ্যই আপনাদের খাওয়ার অধিকার আছে ব্রিজের রড খুলে ও খেতে পারবেন।,ময়মনসিংহ,Comilla,
সুন্দর বন্টন,ঢাকা,Dhaka,Mymensingh
বাশ,Dhaka,,
ঠিক বলেছেন,কিশোরগঞ্জ,চাঁদপুর,Dhaka
ঢাকা - সিলেট মহাসড়কে ইচ্ছাকৃত যানজট লাগিয়ে সরকারের ভাবমূর্তি ক্ষুণ্ন করার চেষ্টা করছে অনেকে। এ বিষয়ে সতর্ক থাকতে প্রশাসনের প্র…,Dhaka,,
মাশাআল্লাহ,Chittagong,,
কত বড় লেতা রাইতে পড়ে সানগ্লাস।,Chittagong,,
ওয়াও নাইস,Dhaka,Mymensingh,
Azad Hossain ব্যবস্থা নিতে হবে,Dhaka,Chandpur,
আমার ভাগ টা রাইখেন,বরিশাল,Barishal,Barisal
সমঝোতা করে খান সমস্যা নাই,Comilla,,
হয় হয়,ঢাকা,Dhaka,
খাও বেশি করে।,Joypurhat,,
আম্রা ঈদের বাজারটা করিলাই হাট ঘাট নিবায় গিয়া,সিলেট,Sylhet,
বেশি খাইস না বমি হয়ে যাবে,Dhaka,,
অয়েট এন সি,Barisal,,
সমঝোতার মাধ্যমে খা ভাই,Dhaka,Jhenaidah,
Biplob Ahmed Bappi ne kha,Dhaka,Shariatpur,
সাবাস বেটা।,Dhaka,,
এখানে অনেকের কমেন্ট পড়লাম আচ্ছা কেউ কি বলবেন আপনার এলাকায় এমন কয়টা বাজার আছে যা সরকারি ডাক হয় না? এবং ফেরি অথবা খেয়া ঘাট? যদি…,Dhaka,,
Thik,Feni,,
হুম খান পোনমারা খাওয়ার জন্য ও প্রস্তুতি নেন,চট্টগ্রাম,Chittagong,Noakhali
না করছে কে হাট গাট খাও,Dhaka,Chittagong,
এ কেয়া হে ছানা,Mymensingh,,
প্রচুর খিদে,Khulna,Faridpur,Magura
প্রচুর লুটেপুটে খেতে হবে।,Dhaka,Rangpur,
17 years khay ai era.,Dhaka,,
হাট ঘাট খায় কিভাবে?,Barisal,,
খাও বাবা খাও,Dhaka,,
খালি খাবে,Mymensingh,Sherpur,
সংসদে হাজে যুক্ত হয়েছে আজও যুক্ত হয়েছে,Dhaka,,
আপাই বেস্ট ছিলো ওদের জন্যই।,নরসিংদী,Dhaka,Rangpur
গুগা,খুলনা,Khulna,
চেটেপুটে খাও ভাইয়া। তোমাদের অধিকার তমাক আদাই করতে হবেঁ,Rajshahi,,
"""খা ভাই,মানুষ না মারলে হবে।""",Barisal,Bhola,
প্রয়োজনে রাস্তার গাছ কেটে খাব তো অন্য কাউকে ভাগ দিবোনা,রংপুর,Dhaka,Barisal
সেই ভালো করে খা,Dhaka,Narsingdi,
"""সমস্যা নেই দলকানা চাঁদাবাজ, সমঝোতা করে খা।""",Barisal,Bhola,
"""প্রয়োজন এ রাস্তার ইট, লাইট খাবে।""",Dhaka,Jamalpur,
"""খাও,, খাও,,""",Dhaka,,
"""শেষ, কাজ করে খান""",Dinajpur,Thakurgaon,
খাও আবার গলায় বাজাইও না,Dhaka,Gazipur,
রোজার মাস ইফতারে টাকা তো লাগবে,Barisal,Bhola,
"""ন্যায়সঙ্গত দাবি, এটা আপনাদের অধিকার""",Dhaka,Gazipur,Tangail
সহমত,Chittagong,,
কাও ভাই,Dhaka,,
"""তাকে গরম ডিম দে,জয়গামত""",Dhaka,,
ভাইগনা দে রে ভাইগনা দে,Dhaka,,
খাও সোনা খাও,Chittagong,Chandpur,
ধন্যবাদ নেতাকে,Dhaka,Kushtia,
আশীর্বাদ রইল খাও খাও পুরা বাংলাদেশ খাও খাও,Dhaka,Manikganj,
আপাতত আমাদেরকে চাদাবাজি করতে দাও কোন ডিস্টার্ব কইরোনা।,Lalmonirhat,,
সমঝোতার ভিত্তিতে খাইলে দোষের কিছু না।,Dhaka,Manikganj,
কিন্তু এখন আন্দোলন বিরোধীরা পুরোদস্তুর হাটে ঘাটে খাটে সবখানে খাইয়া কাঁপাইয়া বেড়াইতাছে,Dhaka,,
গুড,Dhaka,,
খাম্বা কে খাবে?,Dhaka,,
সমঝোতা ভিত্তিতে খাবে,Dhaka,,
[সন্দেহজনক লিঙ্ক সরানো হয়েছে]...,Dhaka,,
MD Opu সুন্দর সিদ্ধান্ত,Dhaka,Chittagong,Feni
খেটে খাও চেটে নয়,Dhaka,Gazipur,
শেষ। আপনারেই খাইয়া দিছে,Bogura,Bogra,
"""শুধু হাট-ঘাট কেন,,,আর কিছু খাবে নাহ?আরো তো অনেক কিছু আছে খাওয়ার মতো!""",ঢাকা,Dhaka,Khulna
সুবহানাল্লাহ,Dhaka,,
পুরো দেশটা যে চায় নাই কপাল ভাল আমাদের,Dhaka,,
এজন্যই বিপ্লব হয়েছিলো! রক্তক্ষয়ী যুদ্ধে প্রান দিতে হয়েছে হাজারে হাজার,Dhaka,,
Assa ai plan cilo re vai amra to ciam na re vai amra ki khamo te,Dinajpur,,
আহ ভাতিজা আহো তোমাকে খাওয়ানোর অপেক্ষায় আছি আমরা,ঢাকা,Sirajganj,
"""আরো খা বেশি করে খা,, পালাবিনা কিন্তু""",Dhaka,Gazipur,
ভোট দেবো মা কিসে? ধানের শীষে...!,Dhaka,Rangpur,
"""যারা সামনে ছিল তারাই যদি সব চাটে,,,, পিছনে যারা ছিল তারা কি চাটবে""",Dhaka,Rangpur,Gaibandha
পৃথিবী একটা নাট্যমঞ্চ বাংলাদেশ তার সদরদপ্তর,Dhaka,Rajshahi,
কত বছর ওরা কিছু খায় নি,Dhaka,Gazipur,
Tora khao ki,Barisal,,
অবশ্যই সমঝোতা করে খেয়ে নিয়েন।কিন্তু জোর করে মেরে না।,Barishal,Bogura,Bagerhat
কিন্তু ওরা কোন আন্দোলন যেন করেছিল??? ভাষা আন্দোলন???,রাজশাহী,,
Hat ghat ar sathe sathe desher manus gulo kheye manus o komiye diñ...,Dhaka,Manikganj,
মামার বাড়ির আবদার।,Dhaka,,
এই হলুদ মিডিয়া গুলো বন্ধ করতে হবে।। দেশে আর কোনো খবর নেই নাকি।।,Barisal,,
জী অবশ্যই!,Dhaka,Gazipur,Kishoreganj
এরকম নেতা থাকলে দলকে ডোবাতে বেশি সময় লাগবে না,Dhaka,Gazipur,
সমঝোতা করে খাবে নাকি সমঝোতা ছাড়াই?,Lalmonirhat,,
জুলাই খুব নিকটে,বগুড়া,Bogura,
দেখেন যা ভালো মনে করেন!,Dhaka,Khulna,Bogra
আমরাও চাই সমঝোতার ভিত্তিতে হাটঘাট দখলে নেওয়া হোক,Barishal,Barisal,
তাহলে ভাই বাজারের পাবলিক টয়লেট গুলো যেন বাদ না যায।সেগুলো কিন্তু খেতে হবে ভাই,Dhaka,,
এদের জন্য আপাই ঠিক ছিলো সকাল বিকাল ২ টাইম. দৌড়ের উপরে রাখতো,Dhaka,Munshiganj,
খা ভাই তোরাই খা দরকার হলে .. . ‌,Rajshahi,,
ঠিক বলছো মামা,Dhaka,Mymensingh,
খা ভাই খাই তোরা ছাড়া কারা খাবে,Khulna,Jessore,
নक दिও आमिও তোमाকে भाলোপাसि!,Tangail,,
চাদার নেশা বড় নেশা রে।,Dhaka,,
আন্দোলনের মাস্টারমাইন্ড না তোদের ডেস ন্যেতা?,Chattogram,Khulna,Barisal
তারমানি বিএনপি আন্দোলনে ছিল না,সিলেট,Sylhet,
কিরে তাইলে তুইও কি খাবি ফকির মিটুল,Khulna,Kushtia,
বাহ!,Dhaka,Kushtia,
সমোযোতা,Dhaka,Chuadanga,
Kulaggar bnp er 12 bajaba ok police a daoya hok,রাজশাহী,নাটোর,Rajshahi
"""সেটাই,""",Dhaka,Comilla,
"""এগুলো সমঝোতা ভিত্তিতে হয়েছে, সমস্যা নেই""",Barisal,,
Sohomot Neta,নোয়াখালী,Noakhali,
খাওন আর খাওন,Khulna,Kushtia,Satkhira
সব খাওয়া বেশি করে খাও ছায়া বেঁচে ফেলে দাও,Dhaka,Chuadanga,
এখন আবার বহিষ্কার নাটক চলবে।,Dhaka,,
যা হুকুম জাহাঁপনা,Dhaka,Sirajganj,
ওর কপাল পুড়ছে!!,পাবনা,Dhaka,Pabna
এখন থেকে চাঁদাবাজি বন্ধ সমঝোতা শুরু,Rajshahi,,
"""খাও! আবার দেখো খেতে গিয়ে যেনো মুখটা না পুরে যায়,""",Dhaka,,
কি খাওয়ার কথা বলেছেন,Rajshahi,Bogra,
১৬ ‌বছরে ‌অনেক ত্যাগী নেতা দেখলাম। হারিকেন লাগিয়েও খুঁজে পাওয়া যাচ্ছিল না।,Dhaka,Rajshahi,
হ খা তোরা খা -দরকার হয়লে রাস্তার ইট বালু সিমেন্ট খুলে খা,Dhaka,Gopalganj,
রাইট,Dhaka,,
হাট ঘাট কোন খাওয়ার জিনিস না রে পাগলা ।,Dhaka,,
আমারেও সাথে রাইখেন আমিও ছিলাম আন্দোলনে।,সিরাজগঞ্জ,Dhaka,Sirajganj
"""হ রে ভাই খা, কম খাইস না বেশি করেই খাইস""",Rangpur,,
খাইতে খাইতে তোরা দলের ১২ টা বাজিয়ে দিলি।,Dhaka,,
হাট মাঠ ঘাট রাস্তা খাল বিল সব খাও।,Dhaka,Faridpur,
আর আমি,Khulna,Bagerhat,
সাথে গু ও খাঁ,Dhaka,Barisal,Bhola
খাইতে আসিস ভারে দিবো নি খাওয়া,Dhaka,,
আচ্ছা খাইয়েন,Dhaka,Narayanganj,
ঠিক বলছেন,Comilla,,
"""খাইতে,খাইতে আবার বমি করে দিতে হবে।""",Chittagong,,
যেটা ভালো মনে করো ।,Chandpur,,
Masallah,বগুড়া,Bogura,
এই খুশিতে আমার বন্ধুরা বলছে একটা ইফতার পার্টি দিতে কিন্তু আমি ব্যস্ত থাকার কারণে ওদের সবাইকে বলে দিছি ইফতার পার্টিতে ঈদের পরে দিব ফ্রি হয়ে ।,Dhaka,,
পুরা দেশটাই খাবেন,Chittagong,Comilla,
সঠিক চালিয়ে যান,Netrokona,,
ধন্যবাদ নেতা,Dhaka,Mymensingh,Sherpur
"""আবশ্যই খাবেন,,,,, তবে লিমিট,,ফুড পয়োজন যেন৷ না হয়""",Rangpur,Kushtia,
আলহামদুলিল্লাহ,Chittagong,,
"""চাঁদাবাজ বিষয়ক একটি মন্ত্রণালয় করলে ভালো হয়। এখানে মন্ত্রী, প্রতিমন্ত্রী সহ পূর্ণাঙ্গ মন্ত্রণালয় গঠন করলে জাতি উপকৃত হবে। এ…""",Patuakhali,,
"""মারহাবা, ফজিলত পূর্ণ আলোচনা""",Sylhet,Sunamganj,
আচ্ছা,Chapainawabganj,,
এর জন্যই তো সমঝোতার নামক নতুন কারিকুলাম চালু হয়েছে,Dhaka,,
অবশ্যই সমঝোতার ভিত্তিতে খাইতে হবে,কুমিল্লা,Dhaka,Chittagong
হাট -ঘাট - মাঠ - নদী নালা'' সব খেয়ে ফেলো।,Barisal,,
"""খাবি খা, খালি""",Dhaka,Tangail,
বাজারের পাবলিক টয়লেট টা কে খাবে?,বরিশাল,Barisal,
Accha,খুলনা,Khulna,
চাদা খোররাই তো চাদা খাবে,Dhaka,,
বিএনপি আন্দোলনে ছিল না,Dhaka,Barisal,
এটাই হলো তার সমঝোতা,Dhaka,,
আমার একটা গরু আছে প্রতি এক ঝুড়ি করে গোবর হয়। ফেলতে খুব কষ্ট হয়।…,ঝিনাইদহ,Khulna,Bogura
এটা তাদের গনতান্ত্রিক অধিকার,Comilla,,
"""ঠিক কিনা বলেন, ভাইয়ের ইনসাফ আছে।""",Chittagong,Comilla,
ভোট দিবে কিসে ধানের শীষে,সিরাজগঞ্জ,Sirajganj,
কথায় যুক্তি আছে।,Rajshahi,Chandpur,
সমঝোতা করে খায়েন,Dhaka,Barisal,
"""আরো দাও ভোট, টিকি আছে চালিয়ে যান বিনপি ভায়েরা""",কিশোরগঞ্জ,Dhaka,Kishoreganj
Koy ki,Dhaka,Tangail,
Desh tar upor khub drutto Allaher gojob najil hoibo,Dhaka,,
উনি ঠিকই বলছে,চাঁদপুর,Dhaka,Chandpur
পাচায় গরম ডিম ও খাবে,Chittagong,,
প্রয়োজনে গু ও খাবে...তাই না?,Dhaka,Pabna,
আফসোস,Comilla,,
Marhaba,চট্টগ্রাম,Dhaka,Chattogram
"""যা খুশি খান, কোনো কিছুই অবশিষ্ট রাখবেন না, শুধু ওয়ালী ছোয়ালী কইরেন না,, দুর্গন্ধ বের হবে""",Sirajganj,,
"""যারা আন্দোলনে ছিল না, তাদের এই দেশে থাকারই অধিকার নাই""",Dhaka,,
